mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.01520071029663086,0.000800180435180664,0.6076168442528497,0.9297070633072748,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.003970144230844174,0.0004000902282460696,0.0346780912536174,0.010962072221316595
0.026801538467407227,0.0010000228881835937,0.6076168442528497,0.9297070633072748,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.0009799000863030785,1.1680077279964342e-07,0.0346780912536174,0.010962072221316595
0.05320310592651367,0.0010000705718994141,0.6076168442528497,0.9297070633072748,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.009867773434975137,1.9073486328124998e-07,0.0346780912536174,0.010962072221316595
0.05360312461853027,0.0014000892639160155,0.6076168442528497,0.9297070633072748,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.010984285914622713,0.0004899013824479931,0.0346780912536174,0.010962072221316595
0.05900349617004395,0.0014000415802001953,0.6076168442528497,0.9297070633072748,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.010677635252012244,0.0004899403160383116,0.0346780912536174,0.010962072221316595
0.05680317878723144,0.001200103759765625,0.6076168442528497,0.9297070633072748,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.009474669491618884,0.00039999486081696955,0.0346780912536174,0.010962072221316595
0.061803436279296874,0.0016000747680664062,0.6076168442528497,0.9297070633072748,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.00825639558331428,0.000490018183218949,0.0346780912536174,0.010962072221316595
0.0574033260345459,0.001800203323364258,0.6076168442528497,0.9297070633072748,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.012093560353078474,0.000748430175641352,0.0346780912536174,0.010962072221316595
0.06260366439819336,0.0016000747680664062,0.6076168442528497,0.9297070633072748,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.005748271933040991,0.0004899208473093904,0.0346780912536174,0.010962072221316595
0.06240358352661133,0.001400136947631836,0.6076168442528497,0.9297070633072748,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",71,0.6663789702110869,0.9410996400359963,0.5646577234168475,0.9340222227777224,0.594249358847899,0.9333379162083792,0.5901257096512572,0.9312683102438055,0.6226682887266829,0.9088072272704701,0.01357422360945942,0.0004898624643296147,0.0346780912536174,0.010962072221316595
0.05420308113098145,0.0012000560760498046,0.605390772129649,0.8466509981654896,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",101,0.6439139869796804,0.8452092290770924,0.6042858551982639,0.9141617088291173,0.6068504636022883,0.901831691830817,0.5575831305758313,0.7083752296539053,0.6142538523925386,0.8636771314365161,0.006337542121571207,0.0004002571105957031,0.02774925482841034,0.073504776820872
0.09380536079406739,0.0006000518798828125,0.605390772129649,0.8466509981654896,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",101,0.6439139869796804,0.8452092290770924,0.6042858551982639,0.9141617088291173,0.6068504636022883,0.901831691830817,0.5575831305758313,0.7083752296539053,0.6142538523925386,0.8636771314365161,0.003655364191777176,0.0004899403160383116,0.02774925482841034,0.073504776820872
