,test,train
0.1,0.00036859256215393543,0.1604011143790558
0.2,0.00048282952047884464,0.11110744206234813
0.3,0.0005894803907722235,0.12861023214645684
0.4,0.0020558180985972285,0.11815443134400994
0.5,0.0004913079319521785,0.09975961165037006
0.6,0.0005403941031545401,0.07766637194436044
0.7,0.0005801093066111207,0.059157761628739536
0.8,0.0006287492578849196,0.046987960929982364
0.9,0.008129562600515783,0.02550383599009365
