mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.004000139236450195,0.0010001659393310547,0.7412189903031479,0.737523182205589,1,{'SVM__n_iter': 1},37,0.7794436772538962,0.7502749725027498,0.6995955809824422,0.7177844715528447,0.7127145393568751,0.7154940755924408,0.7663219789132198,0.7327728536670142,0.7480738037307382,0.7712895377128953,0.0006324850894031313,1.5078914929239175e-07,0.030611544397014172,0.020977315260343334
0.004800271987915039,0.0012000560760498046,0.7575268156924839,0.7621231796888339,6,{'SVM__n_iter': 6},25,0.790836456894851,0.7645266723327668,0.8291576247780628,0.8149497550244975,0.6801637403827184,0.7097102789721028,0.7724047039740471,0.7450158895675059,0.7150243309002434,0.7764133025472963,0.0013267550576712326,0.000400018706226792,0.05340345876681222,0.034757453838654896
0.004600238800048828,0.0008000850677490235,0.7381165161205665,0.7802395568266303,11,{'SVM__n_iter': 11},38,0.7145393568751233,0.7221059144085592,0.6791280331426316,0.717762598740126,0.7287433418820279,0.7973827617238278,0.788219789132198,0.8425024206762997,0.7801094890510949,0.8214440885843388,0.0010198141552287456,0.00040004257295020516,0.04097697573870035,0.05128597819836672
0.008200407028198242,0.0012000560760498046,0.7881459450265622,0.7767540465341222,16,{'SVM__n_iter': 16},6,0.7722430459656736,0.7417445755424458,0.8386269481159992,0.7927582241775823,0.849970408364569,0.8142560743925609,0.7521289537712895,0.7942735488355926,0.727595296025953,0.7407378097224292,0.0028566781551456494,0.00039989949338787065,0.048138426476949506,0.029974326112934557
0.010200691223144532,0.0010000228881835937,0.7675304727553317,0.763864089781498,21,{'SVM__n_iter': 21},17,0.7595926218188992,0.6667864463553647,0.7320477411718288,0.7266304619538048,0.7778407970013809,0.8126562343765623,0.7767639902676399,0.7787548413525994,0.7914639091646392,0.8344924648691594,0.002925894268098895,1.1680077279964342e-07,0.020428928675859187,0.06066496042765375
0.009600496292114258,0.0014000415802001953,0.7662361428855332,0.7624957062116917,26,{'SVM__n_iter': 26},18,0.822943381337542,0.7996512848715128,0.7194959558098244,0.7396979052094791,0.8112546853422765,0.7989638536146386,0.740977291159773,0.7354759422016982,0.7364152473641525,0.7386895451611301,0.0004898624875375237,0.0004898429878647236,0.04232690586314029,0.030089876976174972
0.01520085334777832,0.001400136947631836,0.7854092961762189,0.791908985121896,31,{'SVM__n_iter': 31},8,0.8441014006707437,0.8201586091390862,0.8320674689287828,0.793236301369863,0.7413444466364175,0.777984701529847,0.7872060016220601,0.8196999602760813,0.7222222222222223,0.7484653532946025,0.006493313497659275,0.0008000612454295429,0.04808402579556521,0.027031004958944845
0.014800930023193359,0.001199960708618164,0.7939107674490404,0.7951059613426412,36,{'SVM__n_iter': 36},5,0.858921878082462,0.823395785421458,0.8036101795225883,0.7859776522347766,0.7930065101597947,0.8208804119588041,0.7892335766423358,0.8196797879735835,0.7246553122465531,0.7255961691245841,0.005114979688122948,0.0003999471771024199,0.042749378092570164,0.0373723069869368
0.01740117073059082,0.001199960708618164,0.7684063536305757,0.7537108108917,41,{'SVM__n_iter': 41},16,0.776533833103176,0.7745006749325068,0.8143371473663444,0.7610270222977703,0.750591832708621,0.7904584541545846,0.7517234387672344,0.739038681165897,0.7487834549878346,0.7035292219077413,0.004841664373103021,0.0004000663757324219,0.025129479319954587,0.030231103007318596
0.016000843048095702,0.0010001182556152344,0.7540333999766614,0.7560133102336025,46,{'SVM__n_iter': 46},29,0.7642039850069047,0.7526934806519349,0.7050700335371869,0.7392448255174483,0.8045225882817123,0.7645235476452356,0.7437145174371452,0.7355162868066935,0.7526358475263586,0.7880884105467003,0.003033370521425397,9.536743164062499e-08,0.03213031823843929,0.019045038820585888
