,test,train
0.1,0.000378409749828279,0.026611398556269705
0.2,0.0004832757404074073,0.022459154715761542
0.3,0.00047033478040248156,0.017743312404491007
0.4,0.0005354855675250292,0.016689744545146823
0.5,0.0006434749811887741,0.015331396367400885
0.6,0.000628303037956357,0.011255012941546738
0.7,0.000620270729996264,0.006812268169596791
0.8,0.0006430288776755333,0.004507003002800047
0.9,0.0006898838328197598,0.003232101327739656
