param_Boost__n_estimators,test acc,train acc
1,0.7578165881737312,0.7644728969725977
2,0.7578165881737312,0.7644728969725977
5,0.5000000000000001,0.5000000000000001
10,0.5000000000000001,0.5000000000000001
20,0.5000000000000001,0.5000000000000001
30,0.5000000000000001,0.5000000000000001
40,0.5000000000000001,0.5000000000000001
50,0.5000000000000001,0.5000000000000001
