,test,train
0.1,0.0004520389484241605,0.13876660738606006
0.2,0.0005310231354087591,0.11308115243446082
0.3,0.0007510184077546,0.07540394563693553
0.4,0.0007202279521152377,0.06381603935733438
0.5,0.000788056175224483,0.06811643415130675
0.6,0.000600636238232255,0.04159517562948167
0.7,0.0013637030497193336,0.05020622885785997
0.8,0.0014873109757900238,0.04119445406831801
0.9,0.0008710564579814672,0.017291273223236203
