mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.08700499534606934,0.0010000228881835937,0.8235610314085583,0.8270146667306058,0.001,428,"{'SVM__alpha': 0.001, 'SVM__n_iter': 428}",1,0.8431889919116196,0.8162777472252775,0.8475784178338923,0.8194743025697431,0.8441014006707437,0.8256393110688932,0.8001824817518248,0.8480715278812254,0.7826439578264398,0.8256104449078902,0.00846212445271562,1.1680077279964343e-07,0.026845594256146375,0.01113007974618684
